country,country_short,date,days,daily_cases,total_cases,deaths_daily,deaths_dotal,school_closure,days_since_schools_closed,workplace_closure,days_workplace_closure,public_events_cancelled,public_events_cancelled_days,public_transit_suspended,days_since_transit_suspend,information_campaign,information_campaign_days,internal_travel_control,days_since_internal_travel_ban,international_travel_controls,days_since_international_ban,stay_at_home,days_since_stay_at_home,rest_on_gatherings,days_rest_on_gatherings,use_face_masks,days_use_face_mask,mobility_index,policy_index,facemask_index,test_rate,testpositivity_rate
Chile,CHL,2020-06-16,105,,179436,,3362,1,94,1,93,1,93,0,0,1,95,1,84,0.75,91,1,84,1,93,,,-55.68571429,64.4277,77.69963,95.62303427,0.381101772
Chile,CHL,2020-06-17,106,,184449,,3383,1,95,1,94,1,94,0,0,1,96,1,85,0.75,92,1,85,1,94,,,-56.25714286,64.49377,77.91753,94.98641881,0.368245732
Chile,CHL,2020-06-18,107,,220628,,3615,1,96,1,95,1,95,0,0,1,97,1,86,0.75,93,1,86,1,95,,,-56.42857143,64.55864,78.13115,94.26461146,0.353793009
Chile,CHL,2020-06-19,108,,225103,,3841,1,97,1,96,1,96,0,0,1,98,1,87,0.75,94,1,87,1,96,,,-56.25714286,65.11793,78.3406,93.49928843,0.344158406
Chile,CHL,2020-06-20,109,,231393,,4093,1,98,1,97,1,97,0,0,1,99,1,88,0.75,95,1,88,1,97,,,-56.28571429,65.18103,78.54602,92.72092333,0.329051213
Chile,CHL,2020-06-21,110,,236748,,4295,1,99,1,98,1,98,0,0,1,100,1,89,0.75,96,1,89,1,98,,,-56.28571429,65.243,78.74752,91.94470851,0.311977046
Chile,CHL,2020-06-22,111,,242355,,4479,1,100,1,99,1,99,0,0,1,101,1,90,0.75,97,1,90,1,99,,,-56.82857143,65.30389,78.94521,91.16987823,0.303023589
Chile,CHL,2020-06-23,112,,246963,,4502,1,101,1,100,1,100,0,0,1,102,1,91,0.75,98,1,91,1,100,,,-57.37142857,65.51803,79.13922,90.38213511,0.288435934
Chile,CHL,2020-06-24,113,,250767,,4505,1,102,1,101,1,101,0,0,1,103,1,92,0.75,99,1,92,1,101,,,-57.48571429,65.57698,79.32962,89.55847272,0.281372036
Chile,CHL,2020-06-25,114,,254416,,4731,1,103,1,102,1,102,0,0,1,104,1,93,0.75,100,1,93,1,102,,,-57.51428571,65.63491,79.51654,88.67360538,0.285510741
Chile,CHL,2020-06-26,115,,259064,,4903,1,104,1,103,1,103,0,0,1,105,1,94,0.75,101,1,94,1,103,,,-57.8,65.69187,79.70007,87.70722009,0.271987413
Chile,CHL,2020-06-27,116,,263360,,5068,1,105,1,104,1,104,0,0,1,106,1,95,0.75,102,1,95,1,104,,,-57.85714286,65.74786,79.88028,86.65112118,0.267386627
Chile,CHL,2020-06-28,117,,267766,,5347,1,106,1,105,1,105,0,0,1,107,1,96,0.75,103,1,96,1,105,,,-58.25714286,65.80292,80.0573,85.51510617,0.259214146
Chile,CHL,2020-06-29,118,,271982,,5509,1,107,1,106,1,106,0,0,1,108,1,97,0.75,104,1,97,1,106,,,-60.45714286,65.85707,80.23117,84.33010633,0.257721757
Chile,CHL,2020-06-30,119,,275999,,5575,1,108,1,107,1,107,0,0,1,109,1,98,0.75,105,1,98,1,107,,,-59.82857143,65.91032,80.40202,83.14717333,0.257235272
Chile,CHL,2020-07-01,120,,279393,,5688,1,109,1,108,1,108,0,0,1,110,1,99,0.75,106,1,99,1,108,,,-59.37142857,65.96272,80.56989,82.03160753,0.250894141
Chile,CHL,2020-07-02,121,,282043,,5753,1,110,1,109,1,109,0,0,1,111,1,100,0.75,107,1,100,1,109,,,-58.97142857,66.01427,80.73489,81.05300206,0.234038743
Chile,CHL,2020-07-03,122,,284541,,5920,1,111,1,110,1,110,1,1,1,112,1,101,0.75,108,1,101,1,110,,,-58.57142857,66.06499,80.89706,80.27345877,0.229587116
Chile,CHL,2020-07-04,123,,288089,,6051,1,112,1,111,1,111,1,2,1,113,1,102,0.75,109,1,102,1,111,,,-59.22857143,66.1149,81.0565,79.73698534,0.225357526
Chile,CHL,2020-07-05,124,,291847,,6192,1,113,1,112,1,112,1,3,1,114,1,103,0.75,110,1,103,1,112,,,-58.48571429,66.16402,81.21328,79.46263471,0.221313323
Chile,CHL,2020-07-06,125,,295532,,6308,1,114,1,113,1,113,1,4,1,115,1,104,0.75,111,1,104,1,113,,,-55.31428571,66.21239,81.36746,79.44276716,0.212161872
Chile,CHL,2020-07-07,126,,298557,,6384,1,115,1,114,1,114,1,5,1,116,1,105,0.75,112,1,105,1,114,,,-55.31428571,66.26,81.5191,79.64641004,0.203014059
Chile,CHL,2020-07-08,127,,301019,,6434,1,116,1,115,1,115,1,6,1,117,1,106,0.75,113,1,106,1,115,,,-55.28571429,66.30688,81.66827,80.02659434,0.19684199
Chile,CHL,2020-07-09,128,,303083,,6573,1,117,1,116,1,116,1,7,1,118,1,107,0.75,114,1,107,1,116,,,-55.54285714,66.35303,81.81502,80.5297237,0.201590626
Chile,CHL,2020-07-10,129,,306216,,6682,1,118,1,117,1,117,1,8,1,119,1,108,0.75,115,1,108,1,117,,,-55.6,66.3985,81.95941,81.10464299,0.195547612
Chile,CHL,2020-07-11,130,,309274,,6781,1,119,1,118,1,118,1,9,1,120,1,109,0.75,116,1,109,1,118,,,-54.8,66.44328,82.10152,81.70921076,0.184778576
Chile,CHL,2020-07-12,131,,312029,,6881,1,120,1,119,1,119,1,10,1,121,1,110,0.75,117,1,110,1,119,,,-55.14285714,66.48739,82.24139,82.31312353,0.177058909
Chile,CHL,2020-07-13,132,,315041,,6979,1,121,1,120,1,120,1,11,1,122,1,111,0.75,118,1,111,1,120,,,-55.31428571,66.53085,82.37905,82.89715615,0.17208381
Chile,CHL,2020-07-14,133,,317657,,7024,1,122,1,121,1,121,1,12,1,123,1,112,0.75,119,1,112,1,121,,,-55.2,66.63215,82.51459,83.45024745,0.165544428
Chile,CHL,2020-07-15,134,,319493,,7069,1,123,1,122,1,122,1,13,1,124,1,113,0.75,120,1,113,1,122,,,-54.68571429,66.67439,82.64804,83.96622243,0.161664431
Chile,CHL,2020-07-16,135,,321205,,7186,1,124,1,123,1,123,1,14,1,125,1,114,0.75,121,1,114,1,123,,,-56.31428571,66.71601,82.77945,84.44139998,0.154980391
Chile,CHL,2020-07-17,136,,323698,,7290,1,125,1,124,1,124,1,15,1,126,1,115,0.75,122,1,115,1,124,,,-56.45714286,66.75703,82.90887,84.87340666,0.151256694
Chile,CHL,2020-07-18,137,,326539,,8347,1,126,1,125,1,125,1,16,1,127,1,116,0.75,123,1,116,1,125,,,-56.62857143,66.79747,83.03633,85.26087289,0.147465577
Chile,CHL,2020-07-19,138,,328846,,8445,1,127,1,126,1,126,1,17,1,128,1,117,0.75,124,1,117,1,126,,,-56.71428571,66.83734,83.1619,85.60352205,0.138699746
Chile,CHL,2020-07-20,139,,330930,,8503,1,128,1,127,1,127,1,18,1,129,1,118,0.75,125,1,118,1,127,,,-56.6,66.87665,83.28561,85.9023098,0.115572049
Chile,CHL,2020-07-21,140,,333029,,8633,1,129,1,128,1,128,1,19,1,130,1,119,0.75,126,1,119,1,128,,,-57.22857143,66.91541,83.4075,86.15945695,0.131747284
Chile,CHL,2020-07-22,141,,334683,,8677,1,130,1,129,1,129,1,20,1,131,1,120,0.75,127,1,120,1,129,,,-57.37142857,66.95362,83.52762,86.3783297,0.116759269
Chile,CHL,2020-07-23,142,,336402,,8722,1,131,1,130,1,130,1,21,1,132,1,121,0.75,128,1,121,1,130,,,-55.42857143,67.02760,83.77287,86.56317373,0.130034515
Chile,CHL,2020-07-24,143,,338759,,8838,1,132,1,131,1,131,1,22,1,133,1,122,0.75,129,1,122,1,131,,,-55.05714286,67.07544,83.91699,86.71874756,0.128054501
Chile,CHL,2020-07-25,144,,341304,,8914,1,133,1,132,1,132,1,23,1,134,1,123,0.75,130,1,123,1,132,,,-54.62857143,67.12328,84.06111,86.8499358,0.126814309
Chile,CHL,2020-07-26,145,,343592,,9020,1,134,1,133,1,133,1,24,1,135,1,124,0.75,131,1,124,1,133,,,-54.34285714,67.17112,84.20523,87.03713941,0.127516096
Chile,CHL,2020-07-27,146,,345790,,9112,1,135,1,134,1,134,1,25,1,136,1,125,0.75,132,1,125,1,134,,,-54.22857143,67.21896,84.34935,87.28479732,0.145557256
Chile,CHL,2020-07-28,147,,347923,,9187,1,136,1,135,1,135,1,26,1,137,1,126,0.75,133,1,126,1,135,,,-53.2,67.26679,84.49347,87.59695823,0.129003055
Chile,CHL,2020-07-29,148,,349800,,9240,1,137,1,136,1,136,1,27,1,138,1,127,0.75,134,1,127,1,136,,,-52.62857143,67.31463,84.63758,87.97738656,0.14381469
Chile,CHL,2020-07-30,149,,351575,,9278,1,138,1,137,1,137,1,28,1,139,1,128,0.75,135,1,128,1,137,,,-52.4,67.36247,84.78170,88.42933125,0.125054901
Chile,CHL,2020-07-31,150,,353536,,9377,1,139,1,138,1,138,1,29,1,140,1,129,0.75,136,1,129,1,138,,,-51.91428571,67.41031,84.92582,88.95516388,0.120760189
Chile,CHL,2020-08-01,151,,356024,,9467,1,140,1,139,1,139,1,30,1,141,1,130,0.75,137,1,130,1,139,,,-51.45714286,67.45815,85.06994,89.55621228,0.117427252
Chile,CHL,2020-08-02,152,,358143,,9545,1,141,1,140,1,140,1,31,1,142,1,131,0.75,138,1,131,1,140,,,-50.6,67.50599,85.21406,90.15726069,0.115555057
Colombia,COL,2020-02-25,0,,,,,0,0,0.33,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,,,-0.828571429,0,,0,0
Colombia,COL,2020-02-26,0,,,,,0,0,0.33,2,0,0,0,0,1,2,0,0,0,0,0,0,0,0,,,-0.828571429,0,,0,0
Colombia,COL,2020-02-27,0,,,,,0,0,0.33,3,0,0,0,0,1,3,0,0,0,0,0,0,0,0,,,-0.542857143,0,,0,0
Colombia,COL,2020-02-28,0,,,,,0,0,0.33,4,0,0,0,0,1,4,0,0,0,0,0,0,0,0,,,0.142857143,0,,0,0
Colombia,COL,2020-02-29,0,,,,,0,0,0.33,5,0,0,0,0,1,5,0,0,0,0,0,0,0,0,,,1.314285714,0,,0,0
Colombia,COL,2020-03-01,0,,,,,0,0,0.33,6,0,0,0,0,1,6,0,0,0,0,0,0,0,0,,,2.8,0,,0,0
Colombia,COL,2020-03-02,0,,,,,0,0,0.33,7,0,0,0,0,1,7,0,0,0,0,0,0,0,0,,,3.885714286,0,,0,0
Colombia,COL,2020-03-03,0,,,,,0,0,0.33,8,0,0,0,0,1,8,0,0,0,0,0,0,0,0,,,5,0,,0,0
Colombia,COL,2020-03-04,0,,,,,0,0,0.33,9,0,0,0,0,1,9,0,0,0,0,0,0,0,0,,,5.542857143,0,,0,0
Colombia,COL,2020-03-05,0,,,,,0,0,0.33,10,0,0,0,0,1,10,0,0,0,0,0,0,0,0,,,6.142857143,0,,0.07496562,0
Colombia,COL,2020-03-06,0,,,,,0,0,0.33,11,0,0,0,0,1,11,0,0,0,0,0,0,0,0,,,6.114285714,0,,0.14886396,0
Colombia,COL,2020-03-07,1,,1,,0,0,0,0.33,12,0,0,0,0,1,12,0,0,0,0,0,0,0,0,,,5.628571429,14.77777778,,0.221409915,0
Colombia,COL,2020-03-08,2,,1,,,0,0,0.33,13,0,0,0,0,1,13,0,0,0,0,0,0,0,0,,,5.342857143,14.77777778,,0.292895018,0
Colombia,COL,2020-03-09,3,,1,,,0,0,0.33,14,0,0,0,0,1,14,0,0,0,0,0,0,0,0,,,4.6,14.77777778,,0.36419048,0
Colombia,COL,2020-03-10,4,,3,,0,0,0,0.33,15,0,0,0,0,1,15,0,0,0,0,0,0,0,0,,,3.885714286,14.77777778,,0.436702823,0
Colombia,COL,2020-03-11,5,,3,,,0,0,0.33,16,0,0,0,0,1,16,0,0,0,0,0,0,0,0,,,3.342857143,14.77777778,,0.512272301,0.004833458
Colombia,COL,2020-03-12,6,,9,,0,0,0,0.33,17,1,1,0,0,1,17,0,0,0.5,1,0,0,0.5,1,,,2.571428571,23.84996201,,0.518038948,0.004833458
Colombia,COL,2020-03-13,7,,9,,,0,0,0.33,18,1,2,0,0,1,18,0,0,0.5,2,0,0,0.5,2,,,1.771428571,26.6560552,,0.532169044,0.006113217
Colombia,COL,2020-03-14,8,,16,,0,0,0,0.33,19,1,3,0,0,1,19,0,0,0.5,3,0,0,0.5,3,,,1.142857143,28.38605413,,0.556822302,0.009826961
Colombia,COL,2020-03-15,9,,34,,0,0,0,0.33,20,1,4,0,0,1,20,0,0,0.5,4,0,0,0.5,4,,,-0.114285714,29.59259259,,0.593046939,0.014295426
Colombia,COL,2020-03-16,10,,45,,0,1,1,0.33,21,1,5,0,0,1,21,0,0,0.5,5,0,0,0.5,5,,,-1.457142857,34.00490365,,0.640600374,0.021044855
Colombia,COL,2020-03-17,11,,57,,0,1,2,0.33,22,1,6,0,0,1,22,0,0,0.5,6,0,0,0.75,6,,,-3.542857143,37.97929512,,0.697986269,0.023335034
Colombia,COL,2020-03-18,12,,65,,0,1,3,0.33,23,1,7,0,0,1,23,0,0,0.5,7,0,0,0.75,7,,,-6.285714286,39.42739873,,0.762727465,0.028154425
Colombia,COL,2020-03-19,13,,102,,0,1,4,0.33,24,1,8,0,0,1,24,0,0,0.5,8,0,0,0.75,8,,,-9.142857143,40.55272681,,0.831841321,0.030563382
Colombia,COL,2020-03-20,14,,128,,0,1,5,0.33,25,1,9,0,0,1,25,0,0,0.5,9,0,0,0.75,9,,,-16.54285714,41.46252986,,0.902466192,0.035313766
Colombia,COL,2020-03-21,15,,158,,0,1,6,0.33,26,1,10,0,0,1,26,0,0,0.5,10,0,0,0.75,10,,,-26.6,42.21747599,,0.972571834,0.047901708
Colombia,COL,2020-03-22,16,,210,,1,1,7,0.33,27,1,11,0,0,1,27,0,0,0.5,11,0,0,0.75,11,,,-36,42.85599191,,1.041645278,0.05137395
Colombia,COL,2020-03-23,17,,235,,2,1,8,0.33,28,1,12,0,0,1,28,0,0,0.75,12,0,0,0.75,12,,,-46.2,45.73793852,,1.111193122,0.054417541
Colombia,COL,2020-03-24,18,,306,,3,1,9,0.33,29,1,13,0,0,1,29,0,0,0.75,13,0,0,0.75,13,,,-53.02857143,46.24109161,,1.184908928,0.070916204
Colombia,COL,2020-03-25,19,,378,,3,1,10,1,30,1,14,0.5,1,1,30,1,1,1,14,0.66,1,0.75,14,,,-61.17142857,62.01778547,,1.268414169,0.079398865
Colombia,COL,2020-03-26,20,,470,,4,1,11,1,31,1,15,0.5,2,1,31,1,2,1,15,0.66,2,0.75,15,,,-68.88571429,64.51379649,,1.368551716,0.080359208
Colombia,COL,2020-03-27,21,,491,,6,1,12,1,32,1,16,0.5,3,1,32,1,3,1,16,0.66,3,0.75,16,,,-72.2,66.36365556,,1.492263964,0.080604391
Colombia,COL,2020-03-28,22,,539,,6,1,13,1,33,1,17,0.5,4,1,33,1,4,1,17,0.66,4,0.75,17,,,-72.57142857,67.85686845,,1.645190189,0.072944775
Colombia,COL,2020-03-29,23,,608,,6,1,14,1,34,1,18,0.5,5,1,34,1,5,1,18,0.66,5,0.75,18,,,-72.97142857,69.11207741,,1.830272004,0.075422764
Colombia,COL,2020-03-30,24,,702,,10,1,15,1,35,1,19,0.5,6,1,35,1,6,1,19,0.66,6,0.75,19,,,-71.91428571,70.19333164,,2.04676996,0.075139324
Colombia,COL,2020-03-31,25,,798,,14,1,16,1,36,1,20,0.5,7,1,36,1,7,1,20,0.66,7,0.75,20,,,-73.34285714,71.14043713,,2.290017905,0.064937782
Colombia,COL,2020-04-01,26,,906,,16,1,17,1,37,1,21,0.5,8,1,37,1,8,1,21,0.66,8,0.75,21,,,-72.6,71.98035342,,2.552010862,0.061578211
Colombia,COL,2020-04-02,27,,1065,,17,1,18,1,38,1,22,0.5,9,1,38,1,9,1,22,0.66,9,0.75,22,,,-71.91428571,72.73242478,,2.822670864,0.065604329
Colombia,COL,2020-04-03,28,,1161,,19,1,19,1,39,1,23,0.5,10,1,39,1,10,1,23,0.66,10,0.75,23,,,-71.45714286,73.41111699,,3.091486067,0.066499622
Colombia,COL,2020-04-04,29,,1267,,25,1,20,1,40,1,24,0.5,11,1,40,1,11,1,24,0.66,11,0.75,24,,,-71.17142857,74.02758832,,3.349138924,0.067504865
Colombia,COL,2020-04-05,30,,1406,,32,1,21,1,41,1,25,0.5,12,1,41,1,12,1,25,0.66,12,0.75,25,,,-71,74.5906559,,3.588734803,0.062354241
Colombia,COL,2020-04-06,31,,1485,,35,1,22,1,42,1,26,0.5,13,1,42,1,13,1,26,0.66,13,0.75,26,,,-70.77142857,75.10742284,,3.806342574,0.058901123
Colombia,COL,2020-04-07,32,,1579,,46,1,23,1,43,1,27,0.5,14,1,43,1,14,1,27,0.66,14,0.75,27,,,-70.48571429,75.58370281,,4.000801432,0.06177809
Colombia,COL,2020-04-08,33,,1780,,50,1,24,1,44,1,28,0.5,15,1,44,1,15,1,28,0.66,15,0.75,28,,,-70.05714286,76.02431771,,4.173008351,0.065352291
Colombia,COL,2020-04-09,34,,2054,,55,1,25,1,45,1,29,0.5,16,1,45,1,16,1,29,0.66,16,0.75,29,,,-71.31428571,76.43331223,,4.325040428,0.06803345
Colombia,COL,2020-04-10,35,,2223,,69,1,26,1,46,1,30,0.5,17,1,46,1,17,1,30,0.66,17,0.75,30,,,-73.25714286,76.81411239,,4.459428317,0.074945936
Colombia,COL,2020-04-11,36,,2473,,80,1,27,1,47,1,31,0.5,18,1,47,1,18,1,31,0.66,18,0.75,31,,,-73.74285714,77.16964501,,4.578765815,0.078874674
Colombia,COL,2020-04-12,37,,2709,,100,1,28,1,48,1,32,0.5,19,1,48,1,19,1,32,0.66,19,0.75,32,,,-73.91428571,77.50242934,,4.685678785,0.077400138
Colombia,COL,2020-04-13,38,,2776,,109,1,29,1,49,1,33,0.5,20,1,49,1,20,1,33,0.66,20,0.75,33,,,-73.82857143,77.81464842,,4.783028326,0.075578181
Colombia,COL,2020-04-14,39,,2852,,112,1,30,0.66,50,1,34,0.5,21,1,50,1,21,1,34,0.66,21,0.75,34,,,-74.02857143,74.33042764,,4.874128037,0.069962323
Colombia,COL,2020-04-15,40,,2979,,127,1,31,0.66,51,1,35,0.5,22,1,51,1,22,1,35,0.66,22,0.75,35,,,-74.14285714,74.60699077,,4.962774114,0.060029459
Colombia,COL,2020-04-16,41,,3105,,131,1,32,0.66,52,1,36,0.5,23,1,52,1,23,1,36,0.66,23,0.75,36,,,-72.71428571,74.86802965,,5.053028366,0.056681988
Colombia,COL,2020-04-17,42,,3233,,144,1,33,0.66,53,1,37,0.5,24,1,53,1,24,1,37,0.66,24,0.75,37,,,-70.22857143,75.11484479,,5.148880374,0.05262953
Colombia,COL,2020-04-18,43,,3439,,153,1,34,0.66,54,1,38,0.5,25,1,54,1,25,1,38,0.66,25,0.75,38,,,-69.8,75.34859193,,5.254017932,0.039053481
Colombia,COL,2020-04-19,44,,3621,,166,1,35,0.66,55,1,39,0.5,26,1,55,1,26,1,39,0.66,26,0.75,39,,,-69.54285714,75.57030211,,5.371871068,0.052395865
Colombia,COL,2020-04-20,45,,3792,,179,1,36,0.66,56,1,40,0.5,27,1,56,1,27,1,40,0.66,27,0.75,40,,,-69.42857143,75.78089845,,5.505903992,0.056851056
Colombia,COL,2020-04-21,46,,3977,,189,1,37,0.66,57,1,41,0.5,28,1,57,1,28,1,41,0.66,28,0.75,41,,,-69.22857143,75.98121022,,5.65994321,0.05767859
Colombia,COL,2020-04-22,47,,4149,,196,1,38,0.66,58,1,42,0.5,29,1,58,1,29,1,42,0.66,29,0.75,42,,,-69.37142857,76.17198467,,5.838264024,0.059886015
Colombia,COL,2020-04-23,48,,4356,,206,1,39,0.66,59,1,43,0.5,30,1,59,1,30,1,43,0.66,30,0.75,43,,,-69.22857143,76.35389719,,6.04522434,0.061634322
Colombia,COL,2020-04-24,49,,4561,,215,1,40,0.66,60,1,44,0.5,31,1,60,1,31,1,44,0.66,31,1,44,,,-69.37142857,79.15980172,,6.284363459,0.06363696
Colombia,COL,2020-04-25,50,,4881,,225,1,41,0.66,61,1,45,0.5,32,1,61,1,32,1,45,0.66,32,1,45,,,-68.85714286,79.32876009,,6.557034867,0.073374559
Colombia,COL,2020-04-26,51,,5142,,233,1,42,0.66,62,1,46,0.5,33,1,62,1,33,1,46,0.66,33,1,46,,,-68.6,79.4904108,,6.860824104,0.064650571
Colombia,COL,2020-04-27,52,,5379,,243,1,43,1,63,1,47,0.5,34,1,63,1,34,1,47,0.66,34,1,47,,,-67.91428571,83.42300122,,7.188234712,0.063362552
Colombia,COL,2020-04-28,53,,5597,,253,1,44,1,64,1,48,0.5,35,1,64,1,35,1,48,0.66,35,1,48,,,-67.28571429,83.57140546,,7.526288265,0.067109888
Colombia,COL,2020-04-29,54,,5949,,269,1,45,1,65,1,49,0.5,36,1,65,1,36,1,49,0.66,36,1,49,,,-66.31428571,83.7137953,,7.85759954,0.066371016
Colombia,COL,2020-04-30,55,,6211,,278,1,46,1,66,1,50,0.5,37,1,66,1,37,1,50,0.66,37,1,50,,,-65.34285714,83.85053273,,8.163029403,0.067328434
Colombia,COL,2020-05-01,56,,6507,,293,1,47,1,67,1,51,0.5,38,1,67,1,38,1,51,0.66,38,1,51,,,-65.85714286,83.98195094,,8.425396234,0.070352626
Colombia,COL,2020-05-02,57,,7006,,314,1,48,1,68,1,52,0.5,39,1,68,1,39,1,52,0.66,39,1,52,,,-65.4,84.1083572,,8.633291708,0.069337403
Colombia,COL,2020-05-03,58,,7285,,324,1,49,1,69,1,53,0.5,40,1,69,1,40,1,53,0.66,40,1,53,,,-64.91428571,84.23003529,,8.784049117,0.072919317
Colombia,COL,2020-05-04,59,,7668,,340,1,50,1,70,1,54,0.5,41,1,70,1,41,1,54,0.66,41,1,54,,,-64.25714286,84.34724781,,8.88517612,0.075056597
Colombia,COL,2020-05-05,60,,7973,,358,1,51,1,71,1,55,0.5,42,1,71,1,42,1,55,0.66,42,1,55,,,-63.37142857,84.46023807,,8.953878063,0.083376197
Colombia,COL,2020-05-06,61,,8613,,378,1,52,0.66,72,1,56,0.5,43,1,72,1,43,1,56,0.66,43,1,56,,,-62.74285714,80.79145411,,9.014582642,0.085676503
Colombia,COL,2020-05-07,62,,8959,,397,1,53,0.66,73,1,57,0.5,44,1,73,1,44,1,57,0.66,44,1,57,,,-62.11428571,80.89666135,,9.094806891,0.090947001
Colombia,COL,2020-05-08,63,,9456,,407,1,54,0.66,74,1,58,0.5,45,1,74,1,45,1,58,0.66,45,1,58,,,-59.88571429,80.99827732,,9.220211164,0.092291886
Colombia,COL,2020-05-09,64,,10051,,428,1,55,0.66,75,1,59,0.5,46,1,75,1,46,1,59,0.66,46,1,59,,,-58.71428571,81.09648402,,9.410034885,0.095661178
Colombia,COL,2020-05-10,65,,10495,,445,1,56,0.66,76,1,60,0.5,47,1,76,1,47,1,60,0.66,47,1,60,,,-57.62857143,81.19145129,,9.673996187,0.098415105
Colombia,COL,2020-05-11,66,,11063,,463,1,57,0.66,77,1,61,0.5,48,1,77,1,48,1,61,0.66,48,1,61,,,-56.94285714,81.28333777,,10.01125911,0.102495743
Colombia,COL,2020-05-12,67,,11613,,479,1,58,0.66,78,1,62,0.5,49,1,78,1,49,1,62,0.66,49,1,62,,,-56.42857143,81.37229186,,10.41146532,0.09825481
Colombia,COL,2020-05-13,68,,12272,,493,1,59,0.66,79,1,63,0.5,50,1,79,1,50,1,63,0.66,50,1,63,,,-55.91428571,81.45845253,,10.85741308,0.102687567
Colombia,COL,2020-05-14,69,,12930,,509,1,60,0.66,80,1,64,0.5,51,1,80,1,51,1,64,0.66,51,1,64,,,-55.62857143,81.54195002,,11.32875952,0.102911159
Colombia,COL,2020-05-15,70,,13610,,525,1,61,0.66,81,1,65,0.5,52,1,81,1,52,1,65,0.66,52,1,65,,,-55.14285714,81.62290659,,11.80608258,0.098855747
Colombia,COL,2020-05-16,71,,14216,,546,1,62,0.66,82,1,66,0.5,53,1,82,1,53,1,66,0.66,53,1,66,,,-54.65714286,81.70143705,,12.27461555,0.101701709
Colombia,COL,2020-05-17,72,,14939,,562,1,63,0.66,83,1,67,0.5,54,1,83,1,54,1,67,0.66,54,1,67,,,-54.68571429,81.77764938,,12.72701337,0.09970654
Colombia,COL,2020-05-18,73,,15574,,574,1,64,0.66,84,1,68,0.5,55,1,84,1,55,1,68,0.66,55,1,68,,,-54.08571429,81.85164523,,13.16464124,0.100143115
Colombia,COL,2020-05-19,74,,16295,,592,1,65,0.66,85,1,69,0.5,56,1,85,1,56,1,69,0.66,56,1,69,,,-53.77142857,81.92352032,,13.59715082,0.096609254
Colombia,COL,2020-05-20,75,,16935,,613,1,66,0.66,86,1,70,0.5,57,1,86,1,57,1,70,0.66,57,1,70,,,-53.17142857,81.99336494,,14.04040901,0.095310476
Colombia,COL,2020-05-21,76,,17687,,630,1,67,0.66,87,1,71,0.5,58,1,87,1,58,1,71,0.66,58,1,71,,,-52.57142857,82.06126431,,14.51313233,0.091596266
Colombia,COL,2020-05-22,77,,18330,,652,1,68,0.66,88,1,72,0.5,59,1,88,1,59,1,72,0.66,59,1,72,,,-52.14285714,82.12729889,,15.03277613,0.092063164
Colombia,COL,2020-05-23,78,,19131,,682,1,69,0.66,89,1,73,0.5,60,1,89,1,60,1,73,0.66,60,1,73,,,-51.68571429,82.19154479,,15.61137361,0.093774374
Colombia,COL,2020-05-24,79,,20177,,705,1,70,0.66,90,1,74,0.5,61,1,90,1,61,1,74,0.66,61,1,74,,,-51.37142857,82.25407397,,16.25206688,0.096196343
Colombia,COL,2020-05-25,80,,21175,,727,1,71,0.66,91,1,75,0.5,62,1,91,1,62,1,75,0.66,62,1,75,,,-53.85714286,82.31495461,,16.94707591,0.093885576
Colombia,COL,2020-05-26,81,,21981,,750,1,72,0.66,92,1,76,0.5,63,1,92,1,63,1,76,0.66,63,1,76,,,-53.2,82.37425127,,17.67773043,0.096160717
Colombia,COL,2020-05-27,82,,23003,,776,1,73,0.66,93,1,77,0.5,64,1,93,1,64,1,77,0.66,64,1,77,,,-52.91428571,82.43202521,,18.41687912,0.09748237
Colombia,COL,2020-05-28,83,,24104,,803,1,74,0.66,94,1,78,0.5,65,1,94,1,65,1,78,0.66,65,1,78,,,-52.6,82.48833452,,19.13335473,0.103049793
Colombia,COL,2020-05-29,84,,25366,,822,1,75,0.66,95,1,79,0.5,66,1,95,1,66,1,79,0.66,66,1,79,,,-52.05714286,82.5432344,,19.7974522,0.106967908
Colombia,COL,2020-05-30,85,,26688,,853,1,76,0.66,96,1,80,0.5,67,1,96,1,67,1,80,0.66,67,1,80,,,-51.68571429,82.59677727,,20.38595695,0.110293219
Colombia,COL,2020-05-31,86,,28236,,890,1,77,0.66,97,1,81,0.5,68,1,97,1,68,1,81,0.66,68,1,81,,,-50.77142857,82.64901299,,20.88549695,0.109781899
Colombia,COL,2020-06-01,87,,29383,,939,1,78,0.66,98,1,82,0.5,69,1,98,1,69,1,82,0.66,69,1,82,,,-47.28571429,82.69998899,,21.29364694,0.112122997
Colombia,COL,2020-06-02,88,,30493,,969,1,79,0.66,99,1,83,0.5,70,1,99,1,70,1,83,0.66,70,1,83,,,-46.57142857,82.74975045,,21.61788375,0.114670059
Colombia,COL,2020-06-03,89,,31833,,1009,1,80,0.66,100,1,84,0.5,71,1,100,1,71,1,84,0.66,71,1,84,,,-46.2,82.79834036,,21.87289337,0.118739005
Colombia,COL,2020-06-04,90,,33354,,1045,1,81,0.66,101,1,85,0.5,72,1,101,1,72,1,85,0.66,72,1,85,,,-45.4,82.84579976,,22.07702702,0.123952521
