country,country_short,date,days,daily_cases,total_cases,deaths_daily,deaths_dotal,school_closure,days_since_schools_closed,workplace_closure,days_workplace_closure,public_events_cancelled,public_events_cancelled_days,public_transit_suspended,days_since_transit_suspend,information_campaign,information_campaign_days,internal_travel_control,days_since_internal_travel_ban,international_travel_controls,days_since_international_ban,stay_at_home,days_since_stay_at_home,rest_on_gatherings,days_rest_on_gatherings,use_face_masks,days_use_face_mask,mobility_index,policy_index,facemask_index,test_rate,testpositivity_rate
Honduras,HND,2020-05-04,54,,1055,,82,1,53,1,50,1,53,1,50,1,64,1,50,1,50,1,50,1,50,,,-63.45714286,97.2766404,,2.369932386,0.299977519
Honduras,HND,2020-05-05,55,,1178,,82,1,54,1,51,1,54,1,51,1,65,1,51,1,51,1,51,1,51,,,-63.88571429,97.32705394,,2.590525476,0.306664767
Honduras,HND,2020-05-06,56,,1270,,93,1,55,1,52,1,55,1,52,1,66,1,52,1,52,1,52,1,52,,,-64.28571429,97.37563431,,2.821286404,0.35749753
Honduras,HND,2020-05-07,57,,1461,,99,1,56,1,53,1,56,1,53,1,67,1,53,1,53,1,53,1,53,,,-64.77142857,97.42247975,,3.052789925,0.421590653
Honduras,HND,2020-05-08,58,,1685,,105,1,57,1,54,1,57,1,54,1,68,1,54,1,54,1,54,1,54,,,-64.02857143,97.46768161,,3.275663248,0.433043041
Honduras,HND,2020-05-09,59,,1771,,107,1,58,1,55,1,58,1,55,1,69,1,55,1,55,1,55,1,55,,,-63.2,97.51132491,,3.482245102,0.338280036
Honduras,HND,2020-05-10,60,,1830,,108,1,59,1,56,1,59,1,56,1,70,1,56,1,56,1,56,1,56,,,-61.51428571,97.55348892,,3.66784454,0.364988839
Honduras,HND,2020-05-11,61,,1972,,108,1,60,1,57,1,60,1,57,1,71,1,57,1,57,1,57,1,57,,,-60.45714286,97.59424761,,3.83132475,0.351075915
Honduras,HND,2020-05-12,62,,2006,,116,1,61,1,58,1,61,1,58,1,72,1,58,1,58,1,58,1,58,,,-59.37142857,97.63367013,,3.974929819,0.311141767
Honduras,HND,2020-05-13,63,,2080,,121,1,62,1,59,1,62,1,59,1,73,1,59,1,59,1,59,1,59,,,-58.51428571,97.67182112,,4.103445171,0.290186099
Honduras,HND,2020-05-14,64,,2255,,123,1,63,1,60,1,63,1,60,1,74,1,60,1,60,1,60,1,60,,,-57.71428571,97.70876114,,4.222925329,0.223408817
Honduras,HND,2020-05-15,65,,2318,,133,1,64,1,61,1,64,1,61,1,75,1,61,1,61,1,61,1,61,,,-56.88571429,97.74454697,,4.339310857,0.235065429
Honduras,HND,2020-05-16,66,,2460,,134,1,65,1,62,1,65,1,62,1,76,1,62,1,62,1,62,1,62,,,-56.97142857,97.77923188,,4.457270793,0.245164982
Honduras,HND,2020-05-17,67,,2565,,138,1,66,1,63,1,66,1,63,1,77,1,63,1,63,1,63,1,63,,,-58.05714286,97.81286591,,4.579502114,0.218921114
Honduras,HND,2020-05-18,68,,2646,,142,1,67,1,64,1,67,1,64,1,78,1,64,1,64,1,64,1,64,,,-57.65714286,97.84549613,,4.706550719,0.218085895
Honduras,HND,2020-05-19,69,,2798,,146,1,68,1,65,1,68,1,65,1,79,1,65,1,65,1,65,1,65,,,-57.54285714,97.87716682,,4.837071459,0.261286649
Honduras,HND,2020-05-20,70,,2955,,147,1,69,1,66,1,69,1,66,1,80,1,66,1,66,1,66,1,66,,,-57.28571429,97.90791969,,4.968380947,0.204448857
Honduras,HND,2020-05-21,71,,3100,,151,1,70,1,67,1,70,1,67,1,81,1,67,1,67,1,67,1,67,,,-57.17142857,97.9377941,,5.097138947,0.250258105
Honduras,HND,2020-05-22,72,,3204,,156,1,71,1,68,1,71,1,68,1,82,1,68,1,68,1,68,1,68,,,-57.25714286,97.96682714,,5.219992386,0.277518803
Honduras,HND,2020-05-23,73,,3477,,167,1,72,1,69,1,72,1,69,1,83,1,69,1,69,1,69,1,69,,,-57.11428571,97.99505389,,5.334030204,0.246184731
Honduras,HND,2020-05-24,74,,3743,,174,1,73,1,70,1,73,1,70,1,84,1,70,1,70,1,70,1,70,,,-57.05714286,98.02250747,,5.436966429,0.342501259
Honduras,HND,2020-05-25,75,,3950,,180,1,74,1,71,1,74,1,71,1,85,1,71,1,71,1,71,1,71,,,-56.82857143,98.04921924,,5.52708096,0.359641572
Honduras,HND,2020-05-26,76,,4189,,182,1,75,1,72,1,75,1,72,1,86,1,72,1,72,1,72,1,72,,,-56.68571429,98.07521885,,5.603053633,0.369402279
Honduras,HND,2020-05-27,77,,4401,,188,1,76,1,73,1,76,1,73,1,87,1,73,1,73,1,73,1,73,,,-56.71428571,98.10053442,,5.663874575,0.428982538
Honduras,HND,2020-05-28,78,,4640,,194,1,77,1,74,1,77,1,74,1,88,1,74,1,74,1,74,1,74,,,-56.62857143,98.1251926,,5.708999607,0.391206748
Honduras,HND,2020-05-29,79,,4752,,196,1,78,1,75,1,78,1,75,1,89,1,75,1,75,1,75,1,75,,,-56.22857143,98.14921868,,5.738861416,0.320321881
Honduras,HND,2020-05-30,80,,4886,,199,1,79,1,76,1,79,1,76,1,90,1,76,1,76,1,76,1,76,,,-56.17142857,98.17263665,,5.755736017,0.406114939
Honduras,HND,2020-05-31,81,,5094,,201,1,80,1,77,1,80,1,77,1,91,1,77,1,77,1,77,1,77,,,-56.28571429,98.19546931,,5.764792375,0.313363851
Honduras,HND,2020-06-01,82,,5202,,212,1,81,1,78,1,81,1,78,1,92,1,78,1,78,1,78,1,78,,,-56.34285714,98.21773835,,5.77496203,0.293029588
Honduras,HND,2020-06-02,83,,5362,,217,1,82,1,79,1,82,1,79,1,93,1,79,1,79,1,79,1,79,,,-55.97142857,98.23946438,,5.799186541,0.28011202
Honduras,HND,2020-06-03,84,,5527,,225,1,83,1,80,1,83,1,80,1,94,1,80,1,80,1,80,1,80,,,-55.42857143,98.26066703,,5.853694309,0.25865207
Honduras,HND,2020-06-04,85,,5690,,234,1,84,1,81,1,84,1,81,1,95,1,81,1,81,1,81,1,81,,,-54.97142857,98.28136498,,5.956203927,0.272879345
Honduras,HND,2020-06-05,86,,5880,,243,1,85,1,82,1,85,1,82,1,96,1,82,1,82,1,82,1,82,,,-54.65714286,98.30157605,,6.12323737,0.291810468
Honduras,HND,2020-06-06,87,,5971,,248,1,86,1,83,1,86,1,83,1,97,1,83,1,83,1,83,1,83,,,-54.28571429,98.32131721,,6.367037374,0.241610377
Honduras,HND,2020-06-07,88,,6155,,250,1,87,1,84,1,87,1,84,1,98,1,84,1,84,1,84,1,84,,,-53.71428571,98.34060468,,6.692828467,0.245418584
Honduras,HND,2020-06-08,89,,6327,,258,1,88,0.66,85,1,88,1,85,1,99,1,85,1,85,1,85,1,85,,,-52.82857143,94.66754594,,7.097226273,0.226246468
Honduras,HND,2020-06-09,90,,6450,,262,1,89,0.66,86,1,89,1,86,1,100,1,86,1,86,1,86,1,86,,,-52.34285714,94.68500663,,7.568320947,0.261903131
Honduras,HND,2020-06-10,91,,6935,,271,1,90,0.66,87,1,90,1,87,1,101,1,87,1,87,1,87,1,87,,,-51.97142857,94.70207942,,8.087473026,0.286324074
Honduras,HND,2020-06-11,92,,7360,,290,1,91,0.66,88,1,91,1,88,1,102,1,88,1,88,1,88,1,88,,,-51.54285714,94.71877711,,8.632369809,0.287368995
Honduras,HND,2020-06-12,93,,7669,,294,1,92,0.66,89,1,92,1,89,1,103,1,89,1,89,1,89,1,89,,,-51.08571429,94.73511191,,9.18060501,0.330438837
Honduras,HND,2020-06-13,94,,8132,,306,1,93,0.66,90,1,93,1,90,1,104,1,90,1,90,1,90,1,90,,,-51,94.75109553,,9.712930468,0.33650677
Honduras,HND,2020-06-14,95,,8455,,310,1,94,0.66,91,1,94,1,91,1,105,1,91,1,91,1,91,1,91,,,-50.85714286,94.76673918,,10.2154389,0.355944332
Honduras,HND,2020-06-15,96,,8858,,312,1,95,0.66,92,1,95,1,92,1,106,1,92,1,92,1,92,1,92,,,-50.71428571,94.78205359,,10.68026903,0.374212714
Honduras,HND,2020-06-16,97,,9178,,322,1,96,0.66,93,1,96,1,93,1,107,1,93,1,93,1,93,1,93,,,-50.34285714,94.79704905,,11.10494264,0.354960812
Honduras,HND,2020-06-17,98,,9656,,330,1,97,0.66,94,1,97,1,94,1,108,1,94,1,94,1,94,1,94,,,-50.14285714,94.81173542,,11.49086679,0.366596142
Honduras,HND,2020-06-18,99,,10299,,336,1,98,0.66,95,1,98,1,95,1,109,1,95,1,95,1,95,1,95,,,-50.02857143,94.82612216,,11.8416903,0.373081941
Honduras,HND,2020-06-19,100,,10739,,343,1,99,0.66,96,1,99,1,96,1,110,1,96,1,96,1,96,1,96,,,-49.68571429,94.84021835,,12.16207123,0.368603727
Honduras,HND,2020-06-20,101,,11258,,349,1,100,0.66,97,1,100,1,97,1,111,1,97,1,97,1,97,1,97,,,-49.62857143,94.85403271,,12.4571578,0.441039366
Honduras,HND,2020-06-21,102,,12250,,358,1,101,0.66,98,1,101,1,98,1,112,1,98,1,98,1,98,1,98,,,-49.77142857,94.8675736,,12.73277576,0.4402604
Honduras,HND,2020-06-22,103,,12769,,363,1,102,0.66,99,1,102,1,99,1,113,1,99,1,99,1,99,1,99,,,-50.22857143,94.88084906,,12.99600773,0.463084567
Honduras,HND,2020-06-23,104,,13356,,395,1,103,0.66,100,1,103,1,100,1,114,1,100,1,100,1,100,1,100,,,-50.88571429,94.89386682,,13.25563274,0.46697782
Honduras,HND,2020-06-24,105,,13943,,405,1,104,0.66,101,1,104,1,101,1,115,1,101,1,101,1,101,1,101,,,-51.37142857,94.90663432,,13.52189485,0.455848746
Honduras,HND,2020-06-25,106,,14571,,417,1,105,0.66,102,1,105,1,102,1,116,1,102,1,102,1,102,1,102,,,-51.6,94.91915871,,13.80530806,0.483873551
Honduras,HND,2020-06-26,107,,15366,,426,1,106,0.66,103,1,106,1,103,1,117,1,103,1,103,1,103,1,103,,,-52.08571429,94.93144686,,14.11453998,0.486027903
Honduras,HND,2020-06-27,108,,15994,,471,1,107,0.66,104,1,107,1,104,1,118,1,104,1,104,1,104,1,104,,,-52.34285714,94.9435054,,14.45371446,0.465456565
Honduras,HND,2020-06-28,109,,17007,,479,1,108,0.66,105,1,108,1,105,1,119,1,105,1,105,1,105,1,105,,,-52.51428571,94.95534069,,14.81969604,0.512557861
Honduras,HND,2020-06-29,110,,18082,,479,1,109,0.66,106,1,109,1,106,1,120,1,106,1,106,1,106,1,106,,,-53.08571429,94.9669589,,15.20015669,0.515655399
Honduras,HND,2020-06-30,111,,18818,,485,1,110,0.66,107,1,110,1,107,1,121,1,107,1,107,1,107,1,107,,,-53.02857143,94.97836593,,15.57337907,0.519442478
Honduras,HND,2020-07-01,112,,19558,,497,1,111,0.66,108,1,111,1,108,1,122,1,108,1,108,1,108,1,108,,,-53,94.98956748,,15.91057116,0.517099159
Honduras,HND,2020-07-02,113,,20262,,542,1,112,0.66,109,1,112,1,109,1,123,1,109,1,109,1,109,1,109,,,-53.31428571,95.00056908,,16.18071404,0.513727213
Honduras,HND,2020-07-03,114,,21120,,591,1,113,0.66,110,1,113,1,110,1,124,1,110,1,110,1,110,1,110,,,-53.62857143,95.01137601,,16.35696728,0.541582067
Honduras,HND,2020-07-04,115,,22116,,605,1,114,0.66,111,1,114,1,111,1,125,1,111,1,111,1,111,1,111,,,-53.8,95.02199341,,16.42300152,0.52024261
Honduras,HND,2020-07-05,116,,22921,,629,1,115,0.66,112,1,115,1,112,1,126,1,112,1,112,1,112,1,112,,,-53.91428571,95.03242621,,16.37771293,0.517330209
Honduras,HND,2020-07-06,117,,23943,,639,1,116,0.66,113,1,116,1,113,1,127,1,113,1,113,1,113,1,113,,,-53.42857143,95.04267919,,16.23724252,0.520147096
Honduras,HND,2020-07-07,118,,24665,,656,1,117,0.66,114,1,117,1,114,1,128,1,114,1,114,1,114,1,114,,,-53.6,95.05275696,,16.03372159,0.528330074
Honduras,HND,2020-07-08,119,,25428,,677,1,118,0.66,115,1,118,1,115,1,129,1,115,1,115,1,115,1,115,,,-53.74285714,95.06266397,,15.81063217,0.51993454
Honduras,HND,2020-07-09,120,,25978,,694,1,119,0.66,116,1,119,1,116,1,130,1,116,1,116,1,116,1,116,,,-53.71428571,95.07240452,,15.61544906,0.483909532
Honduras,HND,2020-07-10,121,,26384,,704,1,120,0.66,117,1,120,1,117,1,131,1,117,1,117,1,117,1,117,,,-53.51428571,95.08198279,,15.49112629,0.458463835
Honduras,HND,2020-07-11,122,,27053,,750,1,121,0.66,118,1,121,1,118,1,132,1,118,1,118,1,118,1,118,,,-53.37142857,95.09140278,,15.46853473,0.434276017
Honduras,HND,2020-07-12,123,,27583,,771,1,122,0.66,119,1,122,1,119,1,133,1,119,1,119,1,119,1,119,,,-53.42857143,95.10066839,,15.56165945,0.385204615
Honduras,HND,2020-07-13,124,,28090,,774,1,123,0.66,120,1,123,1,120,1,134,1,120,1,120,1,120,1,120,,,-53.65714286,95.10978339,,15.76650758,0.359520766
Honduras,HND,2020-07-14,125,,28579,,789,1,124,0.66,121,1,124,1,121,1,135,1,121,1,121,1,121,1,121,,,-53.71428571,95.11875141,,16.06367773,0.331148363
Honduras,HND,2020-07-15,126,,29106,,807,1,125,0.66,122,1,125,1,122,1,136,1,122,1,122,1,122,1,122,,,-53.74285714,95.12757599,,16.42378282,0.354682573
Honduras,HND,2020-07-16,127,,30036,,825,1,126,0.66,123,1,126,1,123,1,137,1,123,1,123,1,123,1,123,,,-53.54285714,95.13626053,,16.81431903,0.382899622
Honduras,HND,2020-07-17,128,,30867,,835,1,127,0.66,124,1,127,1,124,1,138,1,124,1,124,1,124,1,124,,,-53.57142857,95.14480836,,17.20624135,0.390070297
Honduras,HND,2020-07-18,129,,31745,,857,1,128,0.66,125,1,128,1,125,1,139,1,125,1,125,1,125,1,125,,,-53.42857143,95.15322266,,17.57854884,0.423634834
Honduras,HND,2020-07-19,130,,32793,,891,1,129,0.66,126,1,129,1,126,1,140,1,126,1,126,1,126,1,126,,,-53.25714286,95.16150655,,17.90614125,0.459473133
Honduras,HND,2020-07-20,131,,33835,,900,1,130,0.66,127,1,130,1,127,1,141,1,127,1,127,1,127,1,127,,,-52.88571429,95.16966303,,18.1865547,0.477106024
Honduras,HND,2020-07-21,132,,34611,,935,1,131,0.66,128,1,131,1,128,1,142,1,128,1,128,1,128,1,128,,,-52.71428571,95.17769501,,18.42388329,0.489002788
Honduras,HND,2020-07-22,133,,35345,,988,1,132,0.66,129,1,132,1,129,1,143,1,129,1,129,1,129,1,129,,,-52.65714286,95.18560534,,18.62626457,0.47031614
Honduras,HND,2020-07-23,134,,36102,,1006,1,133,0.66,130,1,133,1,130,1,144,1,130,1,130,1,130,1,130,,,-52.6,95.19339675,,18.80269123,0.463722362
Honduras,HND,2020-07-24,135,,36902,,1011,1,134,0.66,131,1,134,1,131,1,145,1,131,1,131,1,131,1,131,,,-52.51428571,95.20107191,,18.96024526,0.443341788
Honduras,HND,2020-07-25,136,,37559,,1061,1,135,0.66,132,1,135,1,132,1,146,1,132,1,132,1,132,1,132,,,-52.45714286,95.20863339,,19.10280349,0.426693674
Honduras,HND,2020-07-26,137,,38438,,1098,1,136,0.66,133,1,136,1,133,1,147,1,133,1,133,1,133,1,133,,,-52.37142857,95.2160837,,19.24536173,0.407655259
Honduras,HND,2020-07-27,138,,39276,,1116,1,137,0.66,134,1,137,1,134,1,148,1,134,1,134,1,134,1,134,,,-52.34285714,95.22342528,,19.38791996,0.382022984
Honduras,HND,2020-07-28,139,,39741,,1166,1,138,0.66,135,1,138,1,135,1,149,1,135,1,135,1,135,1,135,,,-52.11428571,95.2306605,,19.5304782,0.378147151
Honduras,HND,2020-07-29,140,,40460,,1214,1,139,0.66,136,1,139,1,136,1,150,1,136,1,136,1,136,1,136,,,-51.74285714,95.23779163,,19.67303643,0.355720443
Honduras,HND,2020-07-30,141,,41322,,1230,1,140,0.66,137,1,140,1,137,1,151,1,137,1,137,1,137,1,137,,,-51.4,95.24482093,,19.81559467,0.330107435
Honduras,HND,2020-07-31,142,,42067,,1263,1,141,0.66,138,1,141,1,138,1,152,1,138,1,138,1,138,1,138,,,-50.97142857,95.25175054,,19.9581529,0.322833025
Honduras,HND,2020-08-01,143,,42811,,1295,1,142,0.66,139,1,142,1,139,1,153,1,139,1,139,1,139,1,139,,,-50.65714286,95.25858259,,20.10071114,0.305063327
Honduras,HND,2020-08-02,144,,43556,,1328,1,143,0.66,140,1,143,1,140,1,154,1,140,1,140,1,140,1,140,,,-50.31428571,95.2653191,,20.24326937,0.279350464
LATAM,LATAM,2020-02-25,,,,,,,,,,,,,,,,,,,,,,,,,,0.161135961,,,0.000256808,0
LATAM,LATAM,2020-02-26,,,,,,,,,,,,,,,,,,,,,,,,,,-0.829768894,,,0.0028577,0
LATAM,LATAM,2020-02-27,,,,,,,,,,,,,,,,,,,,,,,,,,-1.280742708,,,0.008013452,0
LATAM,LATAM,2020-02-28,,,,,,,,,,,,,,,,,,,,,,,,,,-1.492097661,,,0.015723195,0
LATAM,LATAM,2020-02-29,,,,,,,,,,,,,,,,,,,,,,,,,,-1.578385053,,,0.026425642,0
LATAM,LATAM,2020-03-01,,,,,,,,,,,,,,,,,,,,,,,,,,-2.359104464,,,0.039795807,0
LATAM,LATAM,2020-03-02,,,,,,,,,,,,,,,,,,,,,,,,,,-1.562962445,,,0.055834915,0
LATAM,LATAM,2020-03-03,,,,,,,,,,,,,,,,,,,,,,,,,,0.19256826,,,0.078161272,0
LATAM,LATAM,2020-03-04,,,,,,,,,,,,,,,,,,,,,,,,,,1.277602274,,,0.101282607,0
LATAM,LATAM,2020-03-05,,,,,,,,,,,,,,,,,,,,,,,,,,1.837801696,,,0.132404165,0
LATAM,LATAM,2020-03-06,,,,,,,,,,,,,,,,,,,,,,,,,,2.228184699,,,0.170990367,0
LATAM,LATAM,2020-03-07,,,,,,,,,,,,,,,,,,,,,,,,,,2.428659957,,,0.213319689,0
LATAM,LATAM,2020-03-08,,,,,,,,,,,,,,,,,,,,,,,,,,2.90913242,,,0.260476865,0
LATAM,LATAM,2020-03-09,,,,,,,,,,,,,,,,,,,,,,,,,,2.591585127,,,0.314738135,0
LATAM,LATAM,2020-03-10,,,,,,,,,,,,,,,,,,,,,,,,,,2.706150405,,,0.372215459,0
LATAM,LATAM,2020-03-11,,,,,,,,,,,,,,,,,,,,,,,,,,2.492032429,,,0.436676549,0
LATAM,LATAM,2020-03-12,,,,,,,,,,,,,,,,,,,,,,,,,,2.228892927,,,0.503083599,0
LATAM,LATAM,2020-03-13,,,,,,,,,,,,,,,,,,,,,,,,,,1.850638338,,,0.572378411,0
LATAM,LATAM,2020-03-14,,,,,,,,,,,,,,,,,,,,,,,,,,1.193742428,,,0.650749138,0
LATAM,LATAM,2020-03-15,,,,,,,,,,,,,,,,,,,,,,,,,,0.095704035,,,0.737274232,0
LATAM,LATAM,2020-03-16,,,,,,,,,,,,,,,,,,,,,,,,,,-1.445168204,,,0.829355174,0
LATAM,LATAM,2020-03-17,,,,,,,,,,,,,,,,,,,,,,,,,,-4.131921536,,,0.92798538,0
LATAM,LATAM,2020-03-18,,,,,,,,,,,,,,,,,,,,,,,,,,-7.377066443,,,1.040201042,0
LATAM,LATAM,2020-03-19,,,,,,,,,,,,,,,,,,,,,,,,,,-11.43752213,,,1.159088322,0
LATAM,LATAM,2020-03-20,,,,,,,,,,,,,,,,,,,,,,,,,,-16.79527071,,,1.28605977,0
LATAM,LATAM,2020-03-21,,,,,,,,,,,,,,,,,,,,,,,,,,-22.86114062,,,1.41684802,0
LATAM,LATAM,2020-03-22,,,,,,,,,,,,,,,,,,,,,,,,,,-29.233119,,,1.552522983,0
LATAM,LATAM,2020-03-23,,,,,,,,,,,,,,,,,,,,,,,,,,-34.85071289,,,1.694401557,0
LATAM,LATAM,2020-03-24,,,,,,,,,,,,,,,,,,,,,,,,,,-39.95186842,,,1.842862644,0
LATAM,LATAM,2020-03-25,,,,,,,,,,,,,,,,,,,,,,,,,,-44.40308918,,,1.991239156,0
LATAM,LATAM,2020-03-26,,,,,,,,,,,,,,,,,,,,,,,,,,-48.06599571,,,2.145517504,0
LATAM,LATAM,2020-03-27,,,,,,,,,,,,,,,,,,,,,,,,,,-50.36267356,,,2.30509244,0
LATAM,LATAM,2020-03-28,,,,,,,,,,,,,,,,,,,,,,,,,,-51.30908117,,,2.47241493,0
LATAM,LATAM,2020-03-29,,,,,,,,,,,,,,,,,,,,,,,,,,-51.63555121,,,2.647444241,0
LATAM,LATAM,2020-03-30,,,,,,,,,,,,,,,,,,,,,,,,,,-51.52604603,,,2.829771157,0
LATAM,LATAM,2020-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,-51.18037462,,,3.018607177,0
LATAM,LATAM,2020-04-01,,,,,,,,,,,,,,,,,,,,,,,,,,-50.60820986,,,3.212874409,0
LATAM,LATAM,2020-04-02,,,,,,,,,,,,,,,,,,,,,,,,,,-50.21348896,,,3.41135499,0
LATAM,LATAM,2020-04-03,,,,,,,,,,,,,,,,,,,,,,,,,,-49.89389153,,,3.612861557,0
LATAM,LATAM,2020-04-04,,,,,,,,,,,,,,,,,,,,,,,,,,-49.64577393,,,3.816388692,0
LATAM,LATAM,2020-04-05,,,,,,,,,,,,,,,,,,,,,,,,,,-49.63246669,,,4.021208087,0
LATAM,LATAM,2020-04-06,,,,,,,,,,,,,,,,,,,,,,,,,,-49.53064486,,,4.226880273,0
LATAM,LATAM,2020-04-07,,,,,,,,,,,,,,,,,,,,,,,,,,-49.36300438,,,4.433184127,0
LATAM,LATAM,2020-04-08,,,,,,,,,,,,,,,,,,,,,,,,,,-49.15184978,,,4.639998058,0
LATAM,LATAM,2020-04-09,,,,,,,,,,,,,,,,,,,,,,,,,,-49.19355605,,,4.847182091,0
LATAM,LATAM,2020-04-10,,,,,,,,,,,,,,,,,,,,,,,,,,-51.54168297,,,5.054503163,0
LATAM,LATAM,2020-04-11,,,,,,,,,,,,,,,,,,,,,,,,,,-52.06299506,,,5.261632788,0
LATAM,LATAM,2020-04-12,,,,,,,,,,,,,,,,,,,,,,,,,,-52.37445718,,,5.468232583,0
LATAM,LATAM,2020-04-13,,,,,,,,,,,,,,,,,,,,,,,,,,-52.35763209,,,5.67412186,0
LATAM,LATAM,2020-04-14,,,,,,,,,,,,,,,,,,,,,,,,,,-52.51044637,,,5.879492014,0
LATAM,LATAM,2020-04-15,,,,,,,,,,,,,,,,,,,,,,,,,,-52.59949213,,,6.085110455,0
LATAM,LATAM,2020-04-16,,,,,,,,,,,,,,,,,,,,,,,,,,-52.38622682,,,6.292456286,0
LATAM,LATAM,2020-04-17,,,,,,,,,,,,,,,,,,,,,,,,,,-49.84394744,,,6.503745747,0
LATAM,LATAM,2020-04-18,,,,,,,,,,,,,,,,,,,,,,,,,,-49.37826857,,,6.721820089,0
LATAM,LATAM,2020-04-19,,,,,,,,,,,,,,,,,,,,,,,,,,-49.11824154,,,6.94987302,0
LATAM,LATAM,2020-04-20,,,,,,,,,,,,,,,,,,,,,,,,,,-48.99544777,,,7.19099874,0
LATAM,LATAM,2020-04-21,,,,,,,,,,,,,,,,,,,,,,,,,,-49.84375175,,,7.447570652,0
LATAM,LATAM,2020-04-22,,,,,,,,,,,,,,,,,,,,,,,,,,-49.95323828,,,7.720532069,0
LATAM,LATAM,2020-04-23,,,,,,,,,,,,,,,,,,,,,,,,,,-50.13883142,,,8.008779096,0
LATAM,LATAM,2020-04-24,,,,,,,,,,,,,,,,,,,,,,,,,,-50.26713727,,,8.265857864,0
LATAM,LATAM,2020-04-25,,,,,,,,,,,,,,,,,,,,,,,,,,-50.17009132,,,8.526278587,0
LATAM,LATAM,2020-04-26,,,,,,,,,,,,,,,,,,,,,,,,,,-50.10286087,,,8.784129507,0
LATAM,LATAM,2020-04-27,,,,,,,,,,,,,,,,,,,,,,,,,,-50.13076601,,,9.076253554,0
LATAM,LATAM,2020-04-28,,,,,,,,,,,,,,,,,,,,,,,,,,-49.08351971,,,9.357136029,0
LATAM,LATAM,2020-04-29,,,,,,,,,,,,,,,,,,,,,,,,,,-48.75050787,,,9.621878631,0
LATAM,LATAM,2020-04-30,,,,,,,,,,,,,,,,,,,,,,,,,,-47.67345075,,,9.867667088,0
LATAM,LATAM,2020-05-01,,,,,,,,,,,,,,,,,,,,,,,,,,-49.05902525,,,10.13710046,0
LATAM,LATAM,2020-05-02,,,,,,,,,,,,,,,,,,,,,,,,,,-48.70328022,,,10.39193306,0
LATAM,LATAM,2020-05-03,,,,,,,,,,,,,,,,,,,,,,,,,,-48.47220203,,,10.63463763,0
LATAM,LATAM,2020-05-04,,,,,,,,,,,,,,,,,,,,,,,,,,-47.95201752,,,10.82556448,0
LATAM,LATAM,2020-05-05,,,,,,,,,,,,,,,,,,,,,,,,,,-47.49762837,,,10.9621223,0
LATAM,LATAM,2020-05-06,,,,,,,,,,,,,,,,,,,,,,,,,,-47.20979871,,,11.14304467,0
LATAM,LATAM,2020-05-07,,,,,,,,,,,,,,,,,,,,,,,,,,-47.46558569,,,11.32567417,0
LATAM,LATAM,2020-05-08,,,,,,,,,,,,,,,,,,,,,,,,,,-45.13165595,,,11.51449383,0
LATAM,LATAM,2020-05-09,,,,,,,,,,,,,,,,,,,,,,,,,,-44.36528748,,,11.71351517,0
LATAM,LATAM,2020-05-10,,,,,,,,,,,,,,,,,,,,,,,,,,-43.51766378,,,11.92605122,0
LATAM,LATAM,2020-05-11,,,,,,,,,,,,,,,,,,,,,,,,,,-43.45702171,,,12.15444809,0
LATAM,LATAM,2020-05-12,,,,,,,,,,,,,,,,,,,,,,,,,,-43.40851738,,,12.44622039,0
LATAM,LATAM,2020-05-13,,,,,,,,,,,,,,,,,,,,,,,,,,-43.45200354,,,12.70714043,0
LATAM,LATAM,2020-05-14,,,,,,,,,,,,,,,,,,,,,,,,,,-43.54130556,,,12.9828595,0
LATAM,LATAM,2020-05-15,,,,,,,,,,,,,,,,,,,,,,,,,,-43.82406113,,,13.27031872,0
LATAM,LATAM,2020-05-16,,,,,,,,,,,,,,,,,,,,,,,,,,-44.25644861,,,13.56551612,0
LATAM,LATAM,2020-05-17,,,,,,,,,,,,,,,,,,,,,,,,,,-44.81091231,,,13.86399006,0
LATAM,LATAM,2020-05-18,,,,,,,,,,,,,,,,,,,,,,,,,,-44.5460069,,,14.16136975,0
LATAM,LATAM,2020-05-19,,,,,,,,,,,,,,,,,,,,,,,,,,-44.35229242,,,14.45482805,0
LATAM,LATAM,2020-05-20,,,,,,,,,,,,,,,,,,,,,,,,,,-44.03236884,,,14.74166562,0
LATAM,LATAM,2020-05-21,,,,,,,,,,,,,,,,,,,,,,,,,,-43.86388967,,,15.02056626,0
LATAM,LATAM,2020-05-22,,,,,,,,,,,,,,,,,,,,,,,,,,-43.74255361,,,15.29164787,0
LATAM,LATAM,2020-05-23,,,,,,,,,,,,,,,,,,,,,,,,,,-43.75966988,,,15.55625672,0
LATAM,LATAM,2020-05-24,,,,,,,,,,,,,,,,,,,,,,,,,,-43.88930894,,,15.81650929,0
LATAM,LATAM,2020-05-25,,,,,,,,,,,,,,,,,,,,,,,,,,-44.49840769,,,16.07462046,0
LATAM,LATAM,2020-05-26,,,,,,,,,,,,,,,,,,,,,,,,,,-44.26251634,,,16.33118633,0
LATAM,LATAM,2020-05-27,,,,,,,,,,,,,,,,,,,,,,,,,,-44.08526818,,,16.58623239,0
LATAM,LATAM,2020-05-28,,,,,,,,,,,,,,,,,,,,,,,,,,-43.7037427,,,16.83760303,0
LATAM,LATAM,2020-05-29,,,,,,,,,,,,,,,,,,,,,,,,,,-42.98564161,,,17.08077164,0
